Name,Value
0,96.2707
1,100.845
2,99.645
3,97.8769
4,95.6679
5,98.434
6,102.33
7,104.438
8,106.611
9,111.407
10,115.224
11,119.25
12,118.677
13,115.101
14,112.548
15,116.576
16,112.502
17,107.786
18,107.117
19,105.456
20,110.255
21,115.039
22,114.519
23,113.743
24,109.269
25,105.243
26,101.636
27,99.4449
28,100.273
29,102.358
30,103.736
31,99.3249
32,97.2125
33,94.3859
34,96.8911
35,98.3365
36,98.6311
37,102.557
38,100.674
39,101.33
40,101.904
41,97.7246
42,94.66
43,91.7733
44,87.8131
45,92.4229
46,96.6823
47,91.97
48,93.6456
49,90.4217
50,86.9498
51,86.7636
52,82.1385
53,80.801
54,83.4858
55,83.1261
56,87.9637
57,82.9893
58,80.911
59,84.9418
60,80.8771
61,80.817
62,81.7622
63,84.6815
64,80.8822
65,84.423
66,81.856
67,81.8751
68,86.8249
69,87.4853
70,92.0046
71,96.6786
72,94.6597
73,92.6394
74,88.4826
75,93.3026
76,97.7319
77,102.632
78,107.438
79,105.919
80,102.589
81,102.973
82,105.751
83,101.499
84,105.775
85,109.541
86,105.907
87,107.935
88,112.734
89,109.215
90,106.914
91,104.571
92,104.995
93,100.69
94,103.186
95,102.099
96,99.0502
97,94.665
98,93.4686
99,95.8643
100,94.2065
101,90.5941
102,86.5468
103,90.2339
104,88.0301
105,85.7832
106,89.5157
107,88.3725
108,92.6643
109,90.9914
110,93.9652
111,93.0601
112,92.8585
113,95.5929
114,98.9952
115,98.2205
116,99.3138
117,95.021
118,92.1573
119,93.7206
120,93.4685
121,96.4687
122,95.1616
123,91.1554
124,92.6349
125,95.684
126,94.746
127,96.711
128,100.535
129,103.53
130,101.472
131,99.7606
132,101.279
133,104.097
134,105.303
135,108.427
136,105.953
137,109.637
138,108.359
139,112.253
140,108.975
141,105.462
142,101.115
143,100.509
144,98.1605
145,94.0628
146,94.9617
147,97.2864
148,92.7127
149,96.9576
150,92.3901
151,95.6733
152,98.6376
153,98.0705
154,98.6789
155,102.63
156,98.2556
157,103.196
158,106.853
159,106.986
160,105.761
161,100.771
162,102.997
163,98.7327
164,101.586
165,105.908
166,105.779
167,108.575
168,106.147
169,105.707
170,110.286
171,106.889
172,111.513
173,106.635
174,103.119
175,105.852
176,103.701
177,107.611
178,111.01
179,113.628
180,114.896
181,113.306
182,108.734
183,108.293
184,108.738
185,110.038
186,113.346
187,109.366
188,111.003
189,114.264
190,109.57
191,105.631
192,107.238
193,112.01
194,115.36
195,116.892
196,111.98
197,116.489
198,112.308
199,114.724
200,114.584
201,109.987
202,111.289
203,110.2
204,105.98
205,102.375
206,100.884
207,104.861
208,108.196
209,113.187
210,110.653
211,108.495
212,104.959
213,104.276
214,104.352
215,102.857
216,105.609
217,102.816
218,105.782
219,101.079
220,105.078
221,108.899
222,110.119
223,113.237
224,112.549
225,113.66
226,112.404
227,111.865
228,112.292
229,108.861
230,113.274
231,116.147
232,118.516
233,122.478
234,120.122
235,123.944
236,124.499
237,128.685
238,124.943
239,121.631
240,124.401
241,127.807
242,128.169
243,126.668
244,128.704
245,130.812
246,134.42
247,133.345
248,136.027
249,139.72
250,143.544
251,141.162
252,138.691
253,138.961
254,143.314
255,146.214
256,147.661
257,150.863
258,151.914
259,148.628
260,144.568
261,148.032
262,145.96
263,145.518
264,148.721
265,145.648
266,146.549
267,142.97
268,142.267
269,145
270,146.291
271,145.362
272,147.248
273,150.079
274,145.23
275,143.967
276,140.032
277,144.218
278,145.524
279,148.9
280,148.457
281,144.82
282,149.798
283,147.032
284,145.288
285,143.875
286,142.524
287,139.259
288,142.616
289,140.895
290,136.148
291,132.426
292,134.071
293,131.721
294,126.841
295,124.479
296,123.476
297,124.803
298,120.039
299,120.862
300,118.745
301,118.473
302,114.51
303,117.52
304,113.563
305,108.935
306,113.652
307,111.113
308,112.712
309,115.243
310,117.734
311,115.987
312,113.524
313,110.445
314,115.118
315,117.752
316,115.626
317,115.364
318,112.487
319,109.391
320,113.974
321,112.82
322,109.185
323,105.913
324,110.445
325,112.004
326,116.543
327,119.375
328,118.749
329,116.219
330,119.636
331,124.579
332,120.221
333,115.362
334,114.289
335,112.482
336,116.681
337,116.121
338,114.897
339,112.198
340,109.656
341,111.605
342,111.098
343,108.891
344,106.61
345,108.419
346,109.146
347,109.31
348,107.548
349,105.669
350,109.18
351,112.1
352,111.393
353,111.192
354,109.825
355,111.075
356,107.064
357,109.373
358,104.536
359,105.19
360,109.165
361,110.352
362,108.532
363,109.777
364,112.923
365,115.074
366,113.003
367,108.011
368,104.216
369,103.899
370,104.16
371,107.336
372,104.747
373,101.183
374,104.507
375,99.5536
376,102.221
377,105.643
378,110.095
379,110.423
380,108.001
381,110.173
382,112.709
383,117.329
384,112.832
385,114.284
386,114.802
387,115.463
388,115.558
389,117.891
390,114.106
391,115.949
392,114.531
393,117.083
394,113.027
395,116.222
396,119.703
397,122.38
398,125.929
399,121.023
400,122.919
401,118.033
402,116.755
403,113.986
404,112.913
405,111.063
406,112.547
407,114.827
408,112.217
409,108.578
410,110.838
411,111.013
412,115.702
413,116.606
414,119.112
415,117.694
416,116.648
417,116.664
418,113.336
419,109.436
420,113.994
421,110.653
422,114.822
423,116.5
424,117.852
425,119.382
426,115.953
427,118.59
428,117.418
429,122.344
430,126.09
431,128.062
432,123.902
433,120.961
434,118.571
435,118.465
436,117.935
437,114.798
438,118.036
439,115.128
440,116.29
441,116.226
442,112.915
443,110.664
444,110.238
445,108.735
446,109.616
447,112.654
448,114.612
449,119.404
450,121.517
451,119.011
452,123.326
453,124.305
454,128.705
455,124.511
456,124.309
457,129.233
458,124.35
459,126.269
460,127.71
461,125.306
462,126.561
463,128.335
464,130.518
465,126.211
466,124.773
467,124.609
468,129.417
469,132.623
470,132.859
471,131.601
472,128.415
473,126.822
474,121.959
475,124.137
476,123.091
477,124.595
478,126.891
479,125.946
480,123.92
481,125.45
482,125.22
483,121.128
484,118.077
485,114.912
486,116.923
487,112.805
488,117.128
489,121.242
490,118.956
491,120.36
492,120.051
493,123.989
494,128.88
495,131.622
496,136.153
497,131.606
498,131.986
499,130.166
500,132.481
501,130.837
502,126.503
503,123.768
504,121.209
505,122.249
506,118.56
507,116.01
508,120.702
509,119.497
510,120.727
511,122.466
512,122.054
513,121.376
514,119.978
515,124.702
516,120.597
517,124.636
518,121.547
519,122.978
520,123.096
521,126.5
522,129.581
523,125.364
524,123.71
525,122.623
526,119.071
527,119.253
528,117.22
529,115.457
530,118.155
531,115.414
532,118.818
533,115.765
534,115.764
535,111.575
536,110.802
537,109.895
538,113.227
539,114.142
540,114.778
541,118.678
542,123.59
543,122.807
544,122.7
545,125.778
546,124.176
547,121.693
548,117.674
549,120.759
550,120.23
551,122.356
552,119.161
553,120.647
554,115.747
555,117.79
556,114.794
557,111.703
558,106.972
559,107.549
560,109.152
561,107.718
562,111.71
563,107.205
564,107.042
565,110.579
566,110.296
567,108.444
568,107.771
569,106.119
570,107.329
571,107.761
572,106.408
573,108.06
574,111.047
575,111.016
576,112.518
577,112.543
578,108.315
579,106.914
580,109.3
581,108.534
582,112.36
583,110.295
584,109.024
585,111.171
586,109.415
587,106.135
588,103.527
589,100.177
590,95.1927
591,91.7508
592,87.3251
593,90.0924
594,86.5378
595,89.386
596,91.9413
597,90.6099
598,95.2375
599,100.098
600,101.475
601,100.064
602,100.629
603,102.509
604,99.4178
605,102.285
606,101.232
607,103.284
608,106.743
609,107.479
610,105.371
611,106.324
612,105.279
613,104.099
614,101.568
615,102.185
616,98.7182
617,97.0132
618,98.7718
619,98.4818
620,100.987
621,105.156
622,104.991
623,103.369
624,103.908
625,108.291
626,108.007
627,109.455
628,107.737
629,102.844
630,100.452
631,104.874
632,100.659
633,101.413
634,98.9051
635,94.327
636,90.7044
637,88.3247
638,86.7802
639,86.5042
640,88.7058
641,85.1361
642,80.2732
643,85.1499
644,86.4678
645,90.2967
646,90.9481
647,86.7549
648,83.1965
649,85.1396
650,88.3098
651,87.4661
652,88.8574
653,90.346
654,94.0351
655,96.0169
656,95.0097
657,96.9564
658,94.0632
659,92.2961
660,97.2118
661,92.3721
662,89.6449
663,86.3431
664,84.9124
665,86.6426
666,82.9548
667,81.9991
668,85.2164
669,87.8449
670,85.6916
671,82.587
672,80.3433
673,75.6726
674,72.3265
675,76.5808
676,71.5989
677,73.0292
678,68.2321
679,66.5456
680,65.5332
681,61.2622
682,66.2136
683,68.245
684,72.3204
685,71.0773
686,74.6815
687,70.8287
688,69.8702
689,72.7075
690,74.6162
691,70.1143
692,70.6392
693,69.9334
694,70.3672
695,66.2043
696,66.9806
697,71.1832
698,70.3805
699,74.9316
700,74.3084
701,70.8967
702,70.6544
703,72.5788
704,75.1621
705,72.6901
706,70.0954
707,67.0052
708,65.3645
709,66.7885
710,63.7482
711,59.5732
712,57.8046
713,62.2466
714,57.8186
715,58.3856
716,61.3965
717,65.4767
718,67.4895
719,66.1294
720,67.2667
721,63.041
722,65.0791
723,68.4762
724,65.2944
725,67.6505
726,64.3783
727,60.0368
728,65.0152
729,60.8119
730,65.2862
731,68.1282
732,64.4349
733,65.327
734,66.2641
735,61.9498
736,63.1943
737,61.6085
738,59.5222
739,57.4668
740,53.8297
741,55.8752
742,58.101
743,56.923
744,55.3131
745,56.1731
746,60.0817
747,59.7035
748,56.0183
749,57.1996
750,60.9681
751,58.6972
752,57.2541
753,61.8435
754,64.4094
755,69.2498
756,64.3587
757,65.858
758,67.2553
759,67.4082
760,68.9343
761,69.9884
762,72.3862
763,69.4169
764,73.5666
765,75.3027
766,71.5699
767,75.6181
768,74.9268
769,78.849
770,74.3145
771,78.1842
772,78.1644
773,74.6388
774,76.4334
775,72.6895
776,70.7666
777,70.4048
778,69.2507
779,66.9187
780,62.2151
781,63.2851
782,65.5301
783,66.8867
784,64.8142
785,69.5269
786,69.3223
787,70.6838
788,69.9701
789,72.172
790,69.4201
791,67.8721
792,71.7904
793,67.844
794,68.785
795,71.8652
796,68.1636
797,66.8502
798,70.4196
799,71.5454
800,75.6261
801,79.5384
802,83.0773
803,79.9367
804,76.2024
805,73.8216
806,77.4824
807,80.459
808,78.6537
809,76.6818
810,79.704
811,79.5056
812,76.137
813,75.227
814,74.3055
815,78.9766
816,80.9976
817,85.6023
818,81.4123
819,82.816
820,82.0333
821,86.9337
822,90.9139
823,94.1885
824,90.2885
825,88.4196
826,85.9846
827,86.2788
828,86.162
829,82.5217
830,79.3601
831,76.7294
832,77.8417
833,75.2513
834,73.8596
835,73.5376
836,73.9035
837,72.1651
838,71.5632
839,71.5412
840,67.833
841,68.9006
842,67.0841
843,70.2404
844,68.9734
845,65.8436
846,69.2943
847,73.5899
848,71.5481
849,71.557
850,75.6056
851,74.8463
852,76.8839
853,73.6382
854,74.2219
855,73.4603
856,78.153
857,76.523
858,77.3692
859,81.6815
860,84.2623
861,82.0031
862,83.5236
863,84.4704
864,87.017
865,82.1252
866,80.6718
867,80.3605
868,76.1175
869,72.1318
870,76.5456
871,77.9739
872,81.1842
873,77.5513
874,76.0472
875,74.8851
876,78.2666
877,74.4392
878,69.5689
879,69.7996
880,73.3694
881,74.2198
882,73.5005
883,73.0838
884,68.8696
885,71.9537
886,75.4316
887,70.4971
888,66.6471
889,70.6735
890,72.2094
891,74.894
892,78.0965
893,81.8954
894,85.5541
895,82.4492
896,87.232
897,84.3364
898,79.6729
899,79.4562
900,80.8242
901,80.6985
902,81.1109
903,80.4801
904,81.1112
905,79.2665
906,83.0705
907,87.758
908,89.097
909,89.2873
910,91.6371
911,87.4397
912,84.0544
913,84.3522
914,87.4348
915,88.6955
916,92.2807
917,91.2987
918,87.695
919,91.2387
920,94.347
921,97.2709
922,96.1879
923,93.3313
924,91.0557
925,88.365
926,86.0625
927,86.476
928,90.6909
929,92.7274
930,95.7851
931,98.4547
932,100.901
933,102.509
934,105.098
935,106.812
936,111.148
937,114.075
938,109.565
939,109.282
940,109.734
941,109.984
942,109.535
943,104.831
944,106.589
945,105.087
946,107.556
947,110.967
948,113.625
949,116.435
950,116.457
951,112.25
952,114.231
953,113.88
954,111.329
955,107.82
956,107.153
957,110.079
958,107.361
959,109.247
960,109.385
961,110.995
962,115.008
963,113.223
964,116.788
965,115.91
966,117.799
967,113.896
968,118.281
969,118.265
970,123.041
971,119.68
972,117.066
973,120.211
974,115.381
975,113.255
976,115.098
977,110.916
978,115.438
979,110.597
980,112.741
981,117.495
982,121.046
983,123.765
984,124.92
985,127.122
986,124.876
987,126.335
988,125.541
989,129.824
990,134.679
991,134.827
992,130.002
993,125.403
994,126.668
995,130.514
996,128.944
997,133.764
998,137.64
999,137.816
1000,132.884
1001,132.39
1002,133.545
1003,129.507
1004,129.163
1005,127.253
1006,128.422
1007,128.906
1008,125.865
1009,128.62
1010,131.836
1011,130.922
1012,133.637
1013,136.218
1014,136.526
1015,133.942
1016,136.609
1017,133.693
1018,131.423
1019,135.423
1020,133.99
1021,136.958
1022,135.86
1023,133.504
1024,132.075
1025,128.721
1026,131.719
1027,135.266
1028,139.174
1029,143.587
1030,140.883
1031,135.968
1032,135.449
1033,133.156
1034,130.317
1035,130.244
1036,131.176
1037,134.225
1038,132.044
1039,132.977
1040,135.431
1041,134.827
1042,139.575
1043,144.53
1044,141.481
1045,138.828
1046,135.833
1047,131.86
1048,128.73
1049,124.907
1050,120.639
1051,122.372
1052,117.988
1053,121.778
1054,126.397
1055,129.976
1056,131.453
1057,135.783
1058,134.889
1059,133.072
1060,128.529
1061,131.031
1062,129.571
1063,132.656
1064,134.389
1065,131.156
1066,133.854
1067,138.566
1068,134.072
1069,138.694
1070,136.721
1071,131.852
1072,129.81
1073,133.173
1074,134.73
1075,139.31
1076,137.798
1077,141.456
1078,145.745
1079,147.357
1080,150.383
1081,149.212
1082,151.696
1083,155.481
1084,159.287
1085,155.643
1086,156.634
1087,155.296
1088,159.495
1089,159.84
1090,161.481
1091,159.473
1092,162.533
1093,163.191
1094,165.624
1095,169.957
1096,167.547
1097,167.711
1098,167.548
1099,170.915
1100,171.232
1101,166.691
1102,170.15
1103,170.345
1104,168.69
1105,171.957
1106,173.621
1107,169.307
1108,169.108
1109,170.247
1110,170.265
1111,170.034
1112,165.383
1113,167.244
1114,169.397
1115,173.213
1116,175.44
1117,177.925
1118,176.273
1119,175.03
1120,179.805
1121,181.535
1122,178.69
1123,180.943
1124,179.169
1125,179.811
1126,175.964
1127,172.292
1128,167.889
1129,164.828
1130,160.375
1131,161.417
1132,158.064
1133,155.427
1134,157.053
1135,156.662
1136,157.682
1137,162.521
1138,161.165
1139,161.121
1140,160.813
1141,157.71
1142,155.409
1143,154.24
1144,149.637
1145,152.307
1146,152.958
1147,155.082
1148,159.785
1149,161.997
1150,164.706
1151,161.648
1152,162.188
1153,166.827
1154,166.091
1155,169.08
1156,173.221
1157,174.188
1158,176.291
1159,180.789
1160,182.948
1161,181.09
1162,181.797
1163,177.053
1164,181.488
1165,180.578
1166,179.834
1167,177.611
1168,180.653
1169,180.283
1170,179.567
1171,183.995
1172,185.71
1173,186.617
1174,190.583
1175,192.18
1176,188.379
1177,186.916
1178,190.579
1179,186.067
1180,181.148
1181,182.119
1182,179.998
1183,180.375
1184,179.096
1185,182.127
1186,184.494
1187,186.888
1188,184.192
1189,185.486
1190,190.022
1191,185.978
1192,190.912
1193,194.757
1194,193.887
1195,189.786
1196,189.936
1197,189.584
1198,184.971
1199,183.788
1200,178.976
1201,179.299
1202,176.924
1203,173.248
1204,174.336
1205,175.539
1206,173.349
1207,172.699
1208,174.718
1209,177.068
1210,177.715
1211,176.915
1212,173.732
1213,178.105
1214,173.592
1215,177.944
1216,177.542
1217,173.94
1218,178.157
1219,173.66
1220,171.447
1221,174.524
1222,174.678
1223,173.965
1224,174.416
1225,176.023
1226,173.043
1227,174.519
1228,177.242
1229,175.217
1230,179.798
1231,182.287
1232,179.032
1233,179.832
1234,178.408
1235,176.929
1236,179.017
1237,175.341
1238,174.031
1239,172.931
1240,177.058
1241,180.47
1242,179.868
1243,180.791
1244,185.15
1245,185.147
1246,186.805
1247,191.319
1248,193.033
1249,189.585
1250,189.184
1251,189.275
1252,189.257
1253,185.401
1254,190.122
1255,194.414
1256,193.446
1257,190.135
1258,187.368
1259,188.485
1260,185.646
1261,187.176
1262,184.794
1263,185.468
1264,190.436
1265,193.249
1266,194.295
1267,198.933
1268,201.328
1269,205.001
1270,208.824
1271,207.354
1272,203.946
1273,206.364
1274,210.46
1275,214.976
1276,214.036
1277,211.346
1278,213.26
1279,213.053
1280,211.057
1281,208.643
1282,212.297
1283,214.831
1284,217.962
1285,213.275
1286,210.687
1287,210.272
1288,208.886
1289,212.651
1290,210.767
1291,212.819
1292,216.489
1293,212.763
1294,216.378
1295,217.103
1296,216.41
1297,215.606
1298,215.684
1299,211.559
1300,209.265
1301,212.899
1302,209.755
1303,212.699
1304,209.468
1305,209.165
1306,205.05
1307,202.187
1308,202.574
1309,202.982
1310,207.569
1311,204.363
1312,208.73
1313,206.4
1314,205.705
1315,205.735
1316,205.398
1317,202.02
1318,205.424
1319,205.282
1320,203.85
1321,204.1
1322,201.734
1323,201.396
1324,200.477
1325,196.055
1326,196.468
1327,196.784
1328,192.898
1329,192.387
1330,195.476
1331,190.822
1332,186.65
1333,188.602
1334,188.523
1335,187.497
1336,190.818
1337,188.812
1338,189.357
1339,185.705
1340,182.235
1341,183.75
1342,186.037
1343,187.45
1344,184.222
1345,188.618
1346,188.518
1347,188.155
1348,183.919
1349,182.31
1350,183.952
1351,183.519
1352,180.266
1353,180.889
1354,178.717
1355,177.053
1356,180.602
1357,184.463
1358,184.468
1359,186.455
1360,190.589
1361,195.068
1362,191.133
1363,188.056
1364,190.753
1365,191.908
1366,188.061
1367,188.867
1368,187.377
1369,184.174
1370,183.701
1371,184.425
1372,182.99
1373,182.246
1374,183.48
1375,179.88
1376,181.151
1377,182.236
1378,181.866
1379,182.874
1380,178.587
1381,176.924
1382,178.363
1383,173.4
1384,169.084
1385,164.669
1386,169.316
1387,169.79
1388,174.242
1389,172.84
1390,176.036
1391,180.95
1392,184.55
1393,184.983
1394,188.124
1395,192.432
1396,191.463
1397,191.882
1398,193.472
1399,192.396
1400,193.626
1401,197.457
1402,198.436
1403,202.083
1404,199.612
1405,200.506
1406,199.648
1407,201.834
1408,200.84
1409,205.127
1410,206.929
1411,211.485
1412,213.815
1413,214.072
1414,216.466
1415,216.945
1416,219.819
1417,222.976
1418,218.866
1419,219.537
1420,223.539
1421,221.098
1422,217.486
1423,219.858
1424,219.091
1425,223.803
1426,226.85
1427,228.629
1428,231.909
1429,229.859
1430,231.083
1431,228.086
1432,225.909
1433,227.962
1434,229.407
1435,230.489
1436,228.378
1437,229.52
1438,228.196
1439,228.837
1440,232.62
1441,235.685
1442,240.015
1443,239.572
1444,241.04
1445,243.413
1446,245.331
1447,242.184
1448,245.946
1449,241.968
1450,238.893
1451,234.268
1452,229.701
1453,226.684
1454,222.595
1455,222.135
1456,217.549
1457,213.016
1458,209.081
1459,205.561
1460,201.257
1461,201.444
1462,205.023
1463,206.126
1464,201.41
1465,200.559
1466,196.766
1467,198.235
1468,195.016
1469,190.263
1470,186.358
1471,183.705
1472,185.366
1473,180.427
1474,177.09
1475,172.262
1476,168.624
1477,165.123
1478,163.026
1479,163.576
1480,164.778
1481,161.525
1482,163.354
1483,166.559
1484,168.886
1485,171.422
1486,174.4
1487,170.194
1488,166.814
1489,169.263
1490,171.376
1491,175.223
1492,179.316
1493,177.047
1494,181.007
1495,176.089
1496,179.284
1497,182.43
1498,186.379
1499,182.548
1500,178.15
1501,182.237
1502,184.89
1503,185.94
1504,189.939
1505,190.383
1506,190.35
1507,191.759
1508,190.061
1509,194.06
1510,194.96
1511,191.919
1512,191.677
1513,189.163
1514,186.534
1515,187.382
1516,184.243
1517,180.401
1518,176.612
1519,178.604
1520,180.815
1521,179.657
1522,179.143
1523,183.827
1524,186.631
1525,190.913
1526,194.721
1527,190.097
1528,188.589
1529,187.409
1530,186.488
1531,181.533
1532,180.52
1533,180.177
1534,177.089
1535,173.177
1536,171.038
1537,167.272
1538,172.241
1539,176.382
1540,175.073
1541,172.142
1542,168.083
1543,171.979
1544,172.231
1545,170.404
1546,173.891
1547,169.313
1548,167.874
1549,170.399
1550,169.644
1551,171.625
1552,170.207
1553,173.101
1554,176.626
1555,175.351
1556,178.128
1557,182.098
1558,182.122
1559,177.6
1560,178.567
1561,182.647
1562,181.544
1563,178.916
1564,178.806
1565,176.029
1566,176.116
1567,173.219
1568,173.274
1569,174.864
1570,172.812
1571,177.665
1572,182.095
1573,185.146
1574,181.697
1575,177.222
1576,178.987
1577,179.135
1578,178.379
1579,173.607
1580,170.311
1581,174.184
1582,177.844
1583,178.359
1584,174.283
1585,174.949
1586,176.226
1587,177.112
1588,173.88
1589,171.77
1590,174.405
1591,176.095
1592,175.247
1593,171.334
1594,171.64
1595,166.674
1596,171.629
1597,170.153
1598,170.656
1599,169.347
1600,173.542
1601,176.991
1602,177.494
1603,180.231
1604,182.253
1605,185.048
1606,181.703
1607,185.771
1608,186.964
1609,183.724
1610,183.617
1611,182.861
1612,182.833
1613,178.133
1614,180.064
1615,180.8
1616,179.726
1617,180.799
1618,176.798
1619,181.411
1620,179.333
1621,177.191
1622,181.569
1623,179.727
1624,183.282
1625,187.953
1626,187.576
1627,189.833
1628,185.739
