2;40.733034;-86.762233;342917
3;43.029635;-91.094895;974703
4;31.180215;16.596037;215099
5;-28.657398;-55.964951;568144
6;36.186751;-86.355754;695570
7;47.796114;-122.28291;707350
8;33.577877;71.409199;991585
9;41.605594;-87.91004;857192
10;44.383324;21.252033;18226
11;51.633882;-3.968193;79124
12;40.834018;-73.997322;570462
13;41.698069;-74.38044;316232
14;39.538161;-83.4197;507879
15;19.242101;73.154111;289870
16;49.982001;8.251541;987331
17;10.743668;121.924362;81740
18;31.353199;-92.416;368605
19;33.158259;-102.281902;879555
20;34.972595;-80.139396;321700
21;51.616369;-2.495535;345460
22;29.618606;-82.597168;760810
23;42.736951;-105.394577;197827
24;27.755868;-97.368618;735397
25;-8.705725;115.159397;777890
26;34.865644;114.360735;288165
27;56.11334;27.547673;794277
28;42.987689;-87.983209;585135
29;-8.43855;118.770968;878328
30;39.5559;32.135349;143472
31;26.024972;-80.127321;844048
32;41.828182;-87.779582;415691
33;59.190977;39.871474;897217
34;31.959941;-83.739927;272379
35;70.898001;78.48625;748141
36;-22.083898;-70.191526;317146
37;42.974285;-77.588514;115915
38;41.735032;-87.695856;693394
39;61.955496;159.238325;898314
40;43.871045;77.04758;602145
41;42.221106;21.26379;991557
42;-2.592697;112.921513;861018
43;-15.247417;-40.247715;875239
44;47.106188;17.916854;272862
45;39.366439;-94.323081;912369
46;9.020489;-73.988415;893529
47;47.583924;-65.649276;454396
48;30.240324;19.218133;452662
49;26.684196;-80.754654;321145
50;41.339108;-89.19631;600055
51;38.23803;-85.66338;784704
52;14.677006;-86.253413;788378
53;26.771216;83.395445;315240
54;40.447609;-122.248615;904293
55;39.945379;-105.136848;265232
56;40.636871;-111.504455;879374
57;41.127199;-73.901583;909301
58;-38.99181;-68.064732;595744
59;31.584536;120.292452;779444
60;35.958232;-86.641755;900008
61;-41.743752;171.613748;469847
62;-34.567672;-59.076683;572427
63;-10.743645;14.99626;848340
64;52.340473;-6.472548;247423
65;33.331406;-96.774711;403603
66;60.483088;-151.080143;334507
67;-25.515511;-54.483191;600053
68;-4.061849;-78.927419;515019
69;37.159635;-113.65575;433347
70;40.024843;-105.104023;505799
71;52.19342;0.145523;447476
72;30.020651;-99.102516;832562
73;-20.888393;55.416227;785073
74;48.439314;-89.298164;937351
75;32.979231;-117.008484;632587
76;40.634431;-76.247517;2243755
77;-31.676789;-64.400481;72003
78;6.969596;126.19949;960137
79;12.443594;-86.865287;999336
80;48.396256;9.97919;858428
81;-14.70086;-68.405546;117735
82;41.097296;108.261323;572617
83;8.152377;125.138361;568923
84;39.155387;127.45425;273223
85;51.49303;-0.224411;769588
86;40.307786;-79.36918;941470
87;51.966971;15.516374;332338
88;6.161003;-1.671994;484625
89;67.202526;32.413477;247307
90;40.598456;-75.340473;381809
91;44.447109;-73.195196;225469
92;-27.838102;-54.417106;149348
93;55.979265;23.814467;731683
94;35.213365;-0.625481;713490
95;-37.014449;-73.141454;853190
96;46.205547;-1.185237;461759
97;42.221176;-83.210386;984091
98;27.357816;86.086104;798153
99;-0.94308;-91.006732;686881
100;34.913786;-1.300905;168117
101;64.718164;177.70484;973671
102;-0.341129;35.306378;607400
103;9.351016;14.982955;966872
104;41.975049;-88.081609;150101
105;39.419924;53.101854;201982
106;30.231801;-92.035436;210373
107;53.632328;72.333245;365690
108;-6.331569;36.481086;544056
109;-31.348016;115.915523;689838
110;51.286201;7.198773;677691
111;41.127686;-80.681759;543560
112;43.476746;-70.453817;575126
113;61.676686;50.858601;547840
114;57.173903;26.768935;698177
115;46.705114;-122.941789;936260
116;28.044415;-97.531309;554598
117;40.639367;-73.622789;548605
118;9.515529;49.158634;986666
119;-5.361562;26.972457;541634
120;19.831745;-90.481505;732410
121;-5.085632;38.502336;246191
122;16.745383;98.567125;283472
123;56.615759;57.739747;226125
124;38.723175;-89.98921;215938
125;40.546362;-111.980942;82031
126;18.134561;100.163677;142810
127;-5.087744;-81.143996;675798
128;47.745357;-122.288812;104285
129;46.378609;125.344717;675687
130;-15.023849;-57.20715;880647
131;42.274265;21.01554;325652
132;44.830404;-87.36458;256722
133;-21.236678;-45.004601;929677
134;36.078227;-79.521178;340391
135;25.852167;-80.140378;974022
136;32.923312;-87.187724;907393
137;33.568774;-84.395779;617724
138;11.818703;-86.195673;989033
139;9.186298;105.135464;426708
140;62.561846;165.313176;106751
141;27.193743;56.267251;39599
142;-1.481973;29.627796;194333
143;34.139463;-118.01287;964309
144;46.095906;23.588345;78228
145;10.333467;9.849222;876430
146;56.035853;-5.42111;943883
147;45.544446;-122.34529;840450
148;29.700445;-95.428078;217210
149;33.728412;-117.324071;697116
150;-3.307962;17.381788;447834
151;42.257334;-83.187004;77113
152;36.760643;68.835007;2104444
153;-0.678906;34.762679;282997
154;40.340578;-79.625089;66238
155;41.90619;-87.799828;173939
156;38.313579;-82.962938;234855
157;54.594818;-1.273834;844123
158;-0.318193;100.361325;93276
159;-20.732341;143.142982;321218
160;38.228905;-86.117741;319640
161;18.510103;99.062518;511275
162;34.866486;-117.040594;918916
163;43.315052;68.245928;414488
164;46.30179;15.609963;204206
165;47.67125;-117.221008;50303
166;54.631591;83.315735;478857
167;40.594035;-124.176189;146482
168;1.802788;-78.843513;633304
169;12.06724;124.580238;950379
170;-36.03325;146.931753;572660
171;43.638135;21.877949;962048
172;36.379411;-105.588132;141383
173;48.70635;21.276286;521206
174;-20.384466;-40.315645;64801
175;34.572056;-117.446517;406519
176;10.359342;77.998729;259981
177;47.222597;-88.408292;859737
178;39.643725;46.550697;71741
179;33.174085;-91.980827;722911
180;47.049587;9.516533;920728
181;40.082775;124.400105;98827
182;35.537113;-77.058351;205101
183;1.602604;11.578235;16089
184;45.734703;14.634297;770357
185;41.619148;-87.605739;354789
186;40.768221;-85.841507;190865
187;34.368609;108.70074;75437
188;27.862226;102.314382;820402
189;-22.548156;-55.783263;128700
190;43.71338;-98.047183;339366
