Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1,0.2861692181040947,-0.446594784273054,0.9122583191355873,-0.8659223310103857,-0.687231019282523,-0.7135870980185005,-0.14281824216947736,0.8950796514440942,0.8837483027666494,-0.8059006680109717,-0.4792354141114198,-0.3090956229999236,-0.4749888378596095,-0.8953868930484598,-0.7692452853557743,0.7737932360227822,0.9583195687205212,-0.24474092338110692,0.6931813361879867,-0.7894923852309806,0.21477185130664136,-0.9380385064653859,0.9998589096446964,-0.42806192306137714,0.6386798014121372,-0.9552044703925636,-0.35469105961516123,-0.8052455036550286,-0.7034480814050077,0.5133749380763835,-0.44053839834431646,0.8994580444881035,-0.8325523370793798,-0.7629487564120356,-0.9163174184939185,-0.6997566344050972,-0.5772254713340187,-0.5485337744508889,0.970871173902255,0.7029854635410727,0.7958969961186813,0.0641916612674659,-0.9936607906401065,0.5955273675302635,0.6554528794813037,-0.9568457804731434,0.9615963420416669,-0.7930675183745222,0.6567147145430617
0.2861692181040947,0.9999999999999999,0.16927541022852055,0.6327214358810674,0.18628719334998226,0.48444438246834776,-0.8617870017723656,-0.47887383102092856,0.21389682776448457,0.26329695314005297,-0.5764752423446989,0.20834407043907419,-0.8653950070624222,-0.14357867131116908,-0.6097240351545498,-0.6312115837400023,0.1788810331833138,0.029186695841086303,-0.7558367789299211,0.5360357689801224,-0.7874177990814241,0.9839766276521231,-0.5554053935529281,0.30116879969897825,0.540274851316972,0.5956685046668615,-0.4469332669394855,0.7364633736274367,-0.7834106099551588,-0.8819483400512254,0.8455420970516759,-0.9111958370919694,0.3184003662057034,0.07027669816130076,-0.6040313400800988,-0.6423424755765016,0.4842563868796194,-0.8951088611964746,-0.8603206882106037,0.47826783443110915,0.8611493876521243,0.5371375991184334,-0.6985755419911014,-0.39166036328994513,0.9166665787616011,0.1847801290082815,0.001697895250472611,0.3847533284572055,-0.7768919032162426,-0.3277086919938023
-0.446594784273054,0.16927541022852055,1,-0.17665541716574817,0.7050982458760927,0.4016191217890447,0.22404175947548485,0.6588459073067244,-0.040992608956259204,-0.7839695559767325,-0.14588137373413163,0.9974267398577553,0.3037485514640788,-0.5288959171616682,0.07620634120990341,-0.1868843924099622,-0.8896787427342178,-0.6141501191206836,0.4363677660293953,0.3273891127296903,0.32408029171901725,0.06486032905025815,0.1797594117448622,-0.43664453499839195,-0.08254960714513347,-0.6866753521994956,0.17400824302020057,0.15197461587844463,0.0664567945924338,0.07400676059207444,0.3766378827041894,0.2505214103331565,-0.01908682582126932,0.8499615315024796,-0.20862760225815796,0.24038945578528761,0.5337940517118596,-0.2252417443622316,0.3534083910988862,-0.2706656015085287,-0.24909978087777454,-0.6851841442295346,-0.8148596615576509,0.40078627207775686,-0.1898013199091651,-0.9274904038256792,0.551735455560498,-0.6034021039988762,0.004979947373057993,-0.016712337101607844
0.9122583191355873,0.6327214358810674,-0.17665541716574817,1,-0.5863126412075188,-0.3709254337494525,-0.8986422867893644,-0.1920258659458142,0.857857411476392,0.7488242624028968,-0.9369776850954766,-0.19198254591128225,-0.5310645250999821,-0.5522560009642502,-0.9927501529549064,-0.93049608797837,0.6054857553007269,0.758269569131017,-0.41477661729615384,0.8518259475671304,-0.923491359932608,0.5477697302694755,-0.9948508668435604,0.9190054958510162,-0.1987780946824535,0.6658613926863746,-0.9724706419894421,-0.02789046931337924,-0.9763608583967874,-0.9203821725993064,0.8107264475305493,-0.6714293586438541,0.9021510516885392,-0.5752656513109415,-0.9187361114191311,-0.996985319616942,-0.3612944185568206,-0.8607800842113824,-0.7324209039735983,0.9822057332025464,0.8851460921594824,0.7838786638262797,-0.31859981852743563,-0.9512088363892419,0.8194342876678257,0.4973867762462616,-0.7558264095432405,0.8887332831508016,-0.9729672357790019,0.4599095018046924
-0.8659223310103857,0.18628719334998226,0.7050982458760927,-0.5863126412075188,0.9999999999999999,0.8853765990358424,0.3368404293111782,0.10267470907824265,-0.7009808084468094,-0.859518140812927,0.4348406730459156,0.7479626206273172,0.005661120947029963,0.22114576672159297,0.5553409225014826,0.3713697223939498,-0.824115870639391,-0.9726883263806465,0.02633437342583256,-0.30730459722351494,0.4568530348597408,0.2154093708741043,0.6396341773812332,-0.8574210542514464,0.5607299086212342,-0.49296674761995746,0.6954519767501258,0.6332219970405856,0.40697748530621636,0.28228975455741495,-0.01828466244021928,0.08800837970849427,-0.6583662184902059,0.9623534976409589,0.3710607880429358,0.602159065443298,0.9295225287715241,0.09237239817177455,0.2273115357795874,-0.7211633716382283,-0.3342480483887354,-0.6514791315527899,-0.5345413026165713,0.8076131033126839,-0.20460370222923938,-0.7289903338902811,0.9677272724182482,-0.8337534040852541,0.38346477453190736,-0.7004642321483123
-0.687231019282523,0.48444438246834776,0.4016191217890447,-0.3709254337494525,0.8853765990358424,1,-0.018512354405750293,-0.35824857800749443,-0.7129152223028431,-0.5295690153134448,0.36754334605874994,0.4658186828108653,-0.4383840525464998,0.4525235600115757,0.39043689097032,0.2945933177503025,-0.4687209001378887,-0.821314850831173,-0.43852406767663954,-0.3200251263085959,0.09868520604476273,0.5613547674639012,0.45786329112118807,-0.6768722831031752,0.8729647933989879,-0.03714314931612651,0.5627158804630343,0.9149341677144843,0.16354082193584,-0.01795952099670693,0.09770656616119154,-0.3346274313140845,-0.6376229111218565,0.7335408831255111,0.31393629798990397,0.355902749314006,0.9887389811919715,-0.10077417599858635,-0.20477067129217666,-0.5360150109035385,0.0330298065279631,-0.24075650405954616,-0.47710653103225453,0.6047419199410512,0.17384046519473056,-0.3394222476017462,0.8556786336366349,-0.542186092934309,0.16759592613738816,-0.9129645619131475
-0.7135870980185005,-0.8617870017723656,0.22404175947548485,-0.8986422867893644,0.3368404293111782,-0.018512354405750293,1,0.5391888966665923,-0.5460029887858238,-0.7039265274100331,0.7567355964590603,0.2071580983959805,0.8469892923383682,0.22056945722120677,0.8570215766589119,0.7767043574097398,-0.6106288136287149,-0.5262510538622734,0.7579023457031259,-0.6479985361806112,0.9912188206997755,-0.8370934575276057,0.8503721045352334,-0.7234165762662104,-0.25111042767660113,-0.8412147979853676,0.7730086823486447,-0.39362673181958446,0.9515149609754778,0.9861328467333086,-0.8030190486596576,0.9283216295584871,-0.6246802787714437,0.4365651890195881,0.7494823918825306,0.9184411966995953,0.009036833025829874,0.8933020126624456,0.951540328202743,-0.8199134790150897,-0.9992774378701705,-0.8616146896935027,0.37475274136407305,0.7845346913966649,-0.987170049025094,-0.5720254302880919,0.49137102575757,-0.7997828179762009,0.9310896285555921,-0.024940482352016256
-0.14281824216947736,-0.47887383102092856,0.6588459073067244,-0.1920258659458142,0.10267470907824265,-0.35824857800749443,0.5391888966665923,0.9999999999999999,0.28184767495009855,-0.5418713236233701,-0.13188705329651465,0.6060906197041811,0.8510732964667661,-0.7009930815662582,0.07761559848050824,-0.10969403569988878,-0.644913646026301,-0.13174285939099623,0.9363281205038416,0.2918529496172,0.5408443870127002,-0.6148352273500951,0.11784323604880265,-0.1447218887488513,-0.7656621708666218,-0.8478283802729301,0.013794239600504736,-0.6394405167389465,0.25933130638934315,0.40435658799081686,-0.009315309931888961,0.7594500801463531,0.22197743987923788,0.3674115458908551,-0.15109074818587873,0.2642706486478038,-0.22683267770195992,0.17248225815655718,0.7653489380308044,-0.13170949973140894,-0.5707904559529967,-0.7108604023125912,-0.24680213942133356,0.18446982981829824,-0.6139688377261636,-0.755268334704296,0.04209557621111201,-0.40864353749077303,0.19650508650786885,0.6160017117956159
0.8950796514440942,0.21389682776448457,-0.040992608956259204,0.857857411476392,-0.7009808084468094,-0.7129152223028431,-0.5460029887858238,0.28184767495009855,1,0.582957752502753,-0.9136686461966763,-0.08978451353022229,-0.020397642005648767,-0.8152555713224261,-0.8958223096487649,-0.8797225865861006,0.41418657521583285,0.8125457051510842,0.10272706114143867,0.8838979242024525,-0.5998373784819973,0.0769741230607516,-0.903764125906453,0.8969156161628442,-0.6717365955793625,0.2698006804933693,-0.9508364344370067,-0.5027837765394515,-0.7557057926620238,-0.6088477224513321,0.6281816583225102,-0.19544679589596617,0.9941199100213323,-0.5593899587471598,-0.8896044569255304,-0.8269177319074537,-0.6579431786431601,-0.6135748630239016,-0.2809684477989651,0.9116286726919074,0.5202427360738022,0.47090362917111656,-0.20254978901697435,-0.8888326485455169,0.41131016703066703,0.25169928229709976,-0.8504888961213338,0.7449505091526473,-0.7750903477996871,0.8459673883269587
0.8837483027666494,0.26329695314005297,-0.7839695559767325,0.7488242624028968,-0.859518140812927,-0.5295690153134448,-0.7039265274100331,-0.5418713236233701,0.582957752502753,1.0000000000000002,-0.4965738366243967,-0.7939763287150684,-0.5144605369124092,-0.008181643015070971,-0.6786397072806505,-0.46295203002128227,0.9789730435995182,0.9037125287496693,-0.5300602864324033,0.32227520765276185,-0.7894552886229451,0.2770204143093869,-0.7506853021887973,0.8809953196660001,-0.09867876464428375,0.8673496562444685,-0.736642258738707,-0.14924668936941402,-0.6542207499564849,-0.6182796640198687,0.24987213208528417,-0.56980151709652,0.5933185131468227,-0.9431513897329789,-0.4419702702170761,-0.788548735954956,-0.610545293607199,-0.380794031783899,-0.6800323905293875,0.8056127100585497,0.7116234767238027,0.946477799124931,0.3575328442574462,-0.8747589638569095,0.6268908039155087,0.9325483460695373,-0.8621468963585356,0.9677795783162163,-0.6116405473208673,0.3273634111392895
